101161	0	80.12	75.12	75.09		0
102294	0	80.19	75.09	75.09		0
103415	0	80.11	75.12	75.04		0
104537	0	80.19	75.14	75.06		0
105658	0	80.19	75.04	75.06		0
106779	0	80.12	75.11	75.07		0
107900	0	80.11	75.11	75.03		0
109022	0	80.09	75.11	75.07		0
110144	0	80.06	75.11	75.03		0
111265	0	80.08	75.07	75.11		0
112403	0	80.04	75.11	75.07		0
113524	0	80.09	75.07	75.07		0
114657	0	80.01	75.06	75.07		0
115778	0	80.04	75.11	75.04		0
116899	0	80.03	75.09	75.07		0
118021	0	80.01	75.11	75.06		0
119142	0	80.03	75.07	75.04		0
120263	0	80.03	75.07	75.03		0
121397	0	80.03	75.06	75.04		0
122518	0	79.95	75.07	75.04		0
123639	0	79.98	75.06	75.03		0
124761	0	79.93	75.07	75.06		0
125882	0	79.93	75.11	75.01		0
127003	0	79.96	75.09	75.04		0
128124	0	79.88	75.04	75.07		0
129246	0	79.87	75.09	75.09		0
130373	0	79.88	75.04	75.06		0
131493	0	79.93	75.06	75.04		0
132615	0	79.90	75.06	75.09		0
133737	0	79.87	75.04	75.07		0
134868	0	79.90	75.09	75.06		0
135990	0	79.88	75.07	75.04		0
137111	0	79.85	75.07	75.03		0
138232	0	79.80	75.06	75.03		0
139354	0	79.82	75.06	75.06		0
140475	0	79.82	75.11	75.01		0
141608	0	79.88	75.03	75.06		0
142730	0	79.79	75.12	75.04		0
143851	0	79.77	75.07	75.06		0
144972	0	79.72	75.09	75.14		0
146094	0	79.76	75.04	75.04		0
147215	0	79.82	75.04	75.06		0
148336	0	79.79	75.06	75.01		0
149464	0	79.76	75.07	75.04		0
150585	0	79.72	75.07	75.01		0
115	0	79.69	75.06	75.04		0
1240	0	79.69	75.09	75.04		0
2361	0	79.66	75.06	75.04		0
3482	0	79.68	75.06	75.06		0
4603	0	79.69	75.04	75.04		0
5735	0	79.66	75.07	75.03		0
6856	0	79.64	75.12	75.01		0
7977	0	79.68	75.06	75.04		0
9110	0	79.66	75.11	75.06		0
10231	0	79.66	75.07	75.04		0
11353	0	79.63	75.12	75.09		0
12474	0	79.63	75.09	75.06		0
13595	0	79.61	75.11	75.07		0
14716	0	79.56	75.06	75.04		0
15838	0	79.60	75.11	75.04		0
16965	0	79.58	75.11	75.06		0
18086	0	79.55	75.14	75.06		0
19208	0	79.64	75.07	75.06		0
20329	0	79.55	75.12	75.00		0
21450	0	79.56	75.07	75.04		0
22572	0	79.56	75.11	75.04		0
23693	0	79.52	75.07	75.06		0
24814	0	79.52	75.06	75.09		0
25935	0	79.50	75.12	75.04		0
27057	0	79.47	75.09	75.03		0
28189	0	79.47	75.11	75.07		0
29322	0	79.50	75.09	75.07		0
30443	0	79.47	75.09	75.04		0
31564	0	79.45	75.11	75.01		0
32686	0	79.45	75.09	75.01		0
33807	0	79.48	75.14	75.07		0
34928	0	79.50	75.11	75.01		0
36055	0	79.40	75.15	75.06		0
37176	0	79.47	75.09	75.04		0
38297	0	79.40	75.09	75.09		0
39418	0	79.40	75.12	75.01		0
40540	0	79.39	75.12	75.07		0
41661	0	79.42	75.11	75.12		0
42782	0	79.42	75.11	75.06		0
43904	0	79.39	75.15	75.11		0
45025	0	79.36	75.12	75.03		0
46146	0	79.36	75.15	75.07		0
47267	0	79.31	75.11	75.01		0
48389	0	79.36	75.14	75.04		0
49521	0	79.31	75.09	75.06		0
537	0	56.51	44.44	42.91		0
1686	0	56.51	44.46	42.91		0
2808	0	56.51	44.59	43.08		0
3930	0	56.51	44.62	43.11		0
5056	0	56.51	44.76	43.25		0
6177	0	56.51	44.74	43.38		0
7299	0	56.51	44.92	43.42		0
8420	0	56.51	44.96	43.59		0
9541	0	56.51	45.11	43.59		0
10662	0	56.51	45.11	43.75		0
11784	0	56.52	45.26	43.75		0
12905	0	56.63	45.29	43.92		0
14026	0	56.66	45.42	43.92		0
15148	0	56.55	45.42	44.09		0
16269	0	56.63	45.57	44.09		0
17390	0	56.51	45.59	44.24		0
18511	0	56.68	45.75	44.42		0
19633	0	56.77	45.85	44.46		0
20754	0	56.82	45.92	44.59		0
21886	0	56.79	45.98	44.64		0
23008	0	56.82	46.08	44.76		0
24140	0	56.82	46.13	44.76		0
25268	0	56.81	46.25	44.92		0
26389	0	56.82	46.31	44.92		0
27510	0	56.82	46.38	45.07		0
28632	0	56.82	46.41	45.11		0
29753	0	56.82	46.46	45.26		0
30874	0	56.82	46.58	45.26		0
31995	0	56.82	46.59	45.42		0
33117	0	56.82	46.73	45.42		0
34238	0	56.82	46.74	45.59		0
35359	0	56.82	46.82	45.59		0
36481	0	56.82	46.91	45.75		0
37602	0	56.82	46.96	45.75		0
38723	0	56.82	47.07	45.89		0
39844	0	56.82	47.09	45.92		0
40977	0	56.85	47.17	46.03		0
42098	0	56.82	47.23	46.10		0
43219	0	56.85	47.25	46.17		0
44346	0	56.87	47.38	46.23		0
45467	0	56.93	47.43	46.26		0
46600	0	56.96	47.51	46.41		0
47721	0	56.98	47.58	46.43		0
48842	0	56.98	47.61	46.58		0
49964	0	56.96	47.72	46.58		0
51085	0	56.98	47.77	46.74		0
52206	0	56.98	47.87	46.76		0
53327	0	56.98	47.89	46.77		0
54449	0	56.98	47.99	46.91		0
55570	0	56.98	48.05	46.92		0
56691	0	56.98	48.13	47.04		0
57812	0	56.98	48.20	47.07		0
58934	0	56.98	48.21	47.14		0
60055	0	56.99	48.28	47.23		0
61188	0	56.99	48.34	47.23		0
62309	0	56.98	48.39	47.41		0
63436	0	56.99	48.44	47.40		0
64558	0	56.98	48.54	47.50		0
65679	0	56.99	48.56	47.53		0
66800	0	56.98	48.67	47.58		0
67921	0	56.98	48.70	47.66		0
69054	0	56.98	48.73	47.74		0
70175	0	56.99	48.83	47.76		0
71297	0	56.98	48.86	47.89		0
72418	0	57.01	48.85	47.87		0
73539	0	56.98	48.91	47.97		0
74660	0	56.99	48.98	48.05		0
75782	0	56.98	49.04	48.05		0
76903	0	56.99	49.03	48.12		0
78024	0	56.98	49.12	48.21		0
79145	0	56.99	49.19	48.21		0
80278	0	56.98	49.19	48.33		0
81399	0	56.98	49.25	48.38		0
82527	0	57.01	49.35	48.39		0
83648	0	57.01	49.35	48.49		0
84769	0	57.01	49.38	48.54		0
85891	0	57.02	49.50	48.57		0
87012	0	57.09	49.51	48.69		0
88133	0	57.12	49.56	48.70		0
89254	0	57.09	49.64	48.70		0
90376	0	57.12	49.67	48.85		0
91507	0	57.13	49.71	48.86		0
92628	0	57.13	49.82	48.88		0
93750	0	57.13	49.83	49.03		0
94871	0	57.13	49.85	49.03		0
95993	0	57.13	49.98	49.07		0
97115	0	57.13	50.01	49.19		0
98236	0	57.13	50.03	49.19		0
99357	0	57.15	50.11	49.24		0
100490	0	57.13	50.16	49.35		0
101616	0	57.13	50.19	49.35		0
102737	0	57.13	50.30	49.43		0
103859	0	57.13	50.33	49.51		0
104980	0	57.13	50.48	49.54		0
106101	0	57.15	50.51	49.62		0
107224	0	57.24	50.64	49.69		0
108345	0	57.29	50.78	49.83		0
109466	0	57.29	50.93	49.98		0
110587	0	57.32	51.01	50.11		0
111709	0	57.43	51.20	50.19		0
112830	0	57.46	51.30	50.27		0
113961	0	57.45	51.44	50.46		0
115084	0	57.46	51.63	50.51		0
116205	0	57.62	51.87	50.77		0
117326	0	57.74	52.11	58.59		0
118448	0	57.84	52.56	66.21		0
119585	0	58.73	53.62	70.41		0
120707	0	59.48	61.34	72.68		0
121828	0	59.94	67.20	73.83		0
122949	0	60.78	70.60	74.57		0
124070	0	61.33	72.49	74.96		0
125192	0	61.62	73.54	75.09		0
126313	0	61.81	74.10	75.20		0
127434	0	61.93	74.45	75.29		0
128557	0	61.98	74.67	75.42		0
129678	0	63.14	74.81	75.37		0
130799	0	66.24	74.85	75.40		0
131920	0	68.16	74.90	75.45		0
133042	0	69.33	74.92	75.50		0
134163	0	70.06	74.96	75.44		0
135284	0	70.62	74.92	75.40		0
136416	0	70.85	74.92	75.42		0
137537	0	70.96	74.95	75.40		0
138676	0	71.18	74.96	75.47		0
139797	0	71.44	75.01	75.44		0
140918	0	71.66	74.98	75.45		0
142040	0	71.85	75.00	75.39		0
143161	0	71.97	74.96	75.40		0
144282	0	72.14	75.00	75.44		0
145403	0	72.21	74.98	75.36		0
146525	0	72.33	75.00	75.34		0
147646	0	72.36	74.96	75.34		0
148767	0	72.52	74.96	75.36		0
149890	0	72.52	74.96	75.42		0
151011	0	72.55	75.00	75.34		0
152132	0	72.68	74.95	75.36		0
153253	0	72.77	74.90	75.36		0
154375	0	72.83	74.89	75.34		0
155496	0	72.97	74.95	75.34		0
156622	0	72.97	74.90	75.26		0
157744	0	72.97	74.92	75.20		0
158887	0	72.97	74.95	75.18		0
160009	0	72.99	74.89	75.14		0
161130	0	72.99	74.89	75.04		0
162251	0	73.00	74.90	75.04		0
163373	0	73.02	74.90	75.04		0
164494	0	73.13	74.89	75.03		0
165615	0	73.14	74.87	75.04		0
166736	0	73.13	74.89	75.06		0
167858	0	73.14	74.87	75.03		0
168979	0	73.14	74.89	75.03		0
170101	0	73.14	74.87	75.03		0
171223	0	73.16	74.87	75.03		0
172344	0	73.18	74.85	75.00		0
173465	0	73.27	74.85	75.00		0
174586	0	73.30	74.73	74.95		0
175712	0	73.30	74.63	74.87		0
176833	0	73.30	74.56	74.85		0
177954	0	73.30	74.54	74.84		0
179087	0	73.35	74.56	74.76		0
180208	0	73.43	74.56	74.74		0
181341	0	73.46	74.54	74.73		0
182462	0	73.46	74.57	74.71		0
183583	0	73.46	74.54	74.70		0
184705	0	73.47	74.56	74.71		0
185826	0	73.49	74.56	74.68		0
186947	0	73.57	74.56	74.70		0
188068	0	73.58	74.56	74.70		0
189190	0	73.60	74.56	74.63		0
190311	0	73.61	74.54	74.65		0
191432	0	73.61	74.56	74.59		0
192553	0	73.61	74.56	74.54		0
193681	0	73.61	74.56	74.56		0
194802	0	73.61	74.56	74.56		0
195923	0	73.65	74.52	74.56		0
197045	0	73.76	74.45	74.49		0
198166	0	73.77	74.46	74.45		0
199299	0	73.77	74.48	74.41		0
200420	0	73.77	74.49	74.41		0
201541	0	73.77	74.46	74.41		0
202662	0	73.74	74.46	74.43		0
203795	0	73.77	74.48	74.41		0
204916	0	73.77	74.46	74.40		0
206038	0	73.77	74.48	74.37		0
207159	0	73.77	74.54	74.27		0
208280	0	73.77	74.49	74.24		0
209401	0	73.77	74.51	74.18		0
210523	0	73.77	74.51	74.08		0
211644	0	73.77	74.49	74.08		0
212771	0	73.79	74.46	74.02		0
213893	0	73.77	74.45	73.96		0
215014	0	73.77	74.43	73.94		0
216135	0	73.79	74.43	73.94		0
217256	0	73.77	74.45	73.88		0
218404	0	73.77	74.41	73.83		0
219527	0	73.77	74.41	73.77		0
220648	0	73.77	74.40	73.82		0
221769	0	73.79	74.40	73.77		0
222891	0	73.86	74.40	73.77		0
224012	0	73.91	74.38	73.74		0
225133	0	73.91	74.38	73.74		0
226265	0	73.93	74.40	73.72		0
227387	0	73.93	74.37	73.63		0
228508	0	73.93	74.37	73.61		0
229629	0	73.91	74.38	73.61		0
230751	0	73.90	74.34	73.61		0
231870	0	73.91	74.29	73.61		0
232991	0	73.90	74.27	73.57		0
234113	0	73.93	74.24	73.52		0
235234	0	73.93	74.24	73.47		0
236355	0	73.93	74.24	73.47		0
237476	0	73.93	74.24	73.46		0
238609	0	73.93	74.26	73.41		0
239730	0	73.93	74.26	73.41		0
240851	0	73.93	74.27	73.36		0
241973	0	73.93	74.26	73.32		0
243094	0	73.94	74.23	73.29		0
244216	0	73.93	74.24	73.30		0
245338	0	73.93	74.24	73.30		0
246459	0	73.93	74.24	73.25		0
247580	0	73.93	74.24	73.30		0
248701	0	73.93	74.24	73.25		0
249839	0	73.93	74.26	73.25		0
250960	0	73.93	74.23	73.16		0
252082	0	73.93	74.23	73.16		0
253203	0	73.93	74.24	73.14		0
254324	0	73.93	74.24	73.14		0
255446	0	73.94	74.21	73.14		0
256567	0	73.94	74.19	73.13		0
257688	0	73.93	74.16	73.13		0
258821	0	73.93	74.15	73.11		0
259942	0	73.96	74.18	73.02		0
261063	0	73.93	74.12	73.00		0
262184	0	73.93	74.15	73.00		0
263306	0	73.93	74.13	73.00		0
264427	0	73.93	74.13	72.99		0
265548	0	73.93	74.13	72.97		0
266670	0	73.93	74.15	72.94		0
267791	0	73.93	74.12	72.88		0
268918	0	73.93	74.13	72.85		0
270040	0	73.93	74.08	72.83		0
271161	0	73.93	74.12	72.83		0
272293	0	73.93	74.08	72.83		0
273415	0	73.93	74.10	72.80		0
274536	0	73.93	74.08	72.82		0
275657	0	73.93	74.10	72.74		0
276779	0	73.91	74.10	72.72		0
277911	0	73.91	74.08	72.71		0
279032	0	73.91	74.08	72.71		0
280154	0	73.88	74.08	72.68		0
281275	0	73.91	74.08	72.68		0
282396	0	73.91	74.10	72.68		0
283517	0	73.90	74.08	72.68		0
284639	0	73.91	74.07	72.61		0
285760	0	73.90	74.08	72.57		0
286887	0	73.93	74.08	72.53		0
288009	0	73.91	74.08	72.53		0
289130	0	73.90	74.05	72.52		0
290251	0	73.91	74.05	72.53		0
291373	0	73.93	74.05	72.52		0
292494	0	73.91	74.02	72.50		0
293615	0	73.91	74.05	72.50		0
294748	0	73.91	74.01	72.44		0
295869	0	73.91	74.04	72.39		0
296990	0	73.91	74.01	72.36		0
298123	0	73.90	73.99	72.36		0
299244	0	73.93	73.96	72.36		0
300365	0	73.93	73.96	72.36		0
301487	0	73.91	73.96	72.36		0
302608	0	73.91	73.99	72.35		0
303729	0	73.91	73.94	72.35		0
304850	0	73.93	73.94	72.33		0
305978	0	73.88	73.93	72.22		0
307099	0	73.90	73.97	72.21		0
308220	0	73.91	73.94	72.24		0
309342	0	73.93	73.93	72.21		0
310463	0	73.91	73.94	72.21		0
311584	0	73.91	73.93	72.21		0
312706	0	73.91	73.93	72.21		0
313827	0	73.93	73.93	72.16		0
314948	0	73.90	73.91	72.11		0
316069	0	73.91	73.91	72.07		0
317213	0	73.93	73.90	72.08		0
318334	0	73.91	73.91	72.07		0
319456	0	73.90	73.86	72.05		0
320577	0	73.88	73.80	72.05		0
321698	0	73.88	73.82	72.05		0
322820	0	-459.67	73.82	72.02		0
323947	0	73.93	73.82	72.03		0
325067	0	73.91	73.79	72.00		0
326189	0	73.91	73.79	71.96		0
327311	0	73.93	73.80	71.94		0
328432	0	73.91	73.77	71.91		0
329553	0	73.90	73.77	71.91		0
330675	0	73.93	73.80	71.91		0
331796	0	73.88	73.79	71.91		0
332917	0	73.93	73.76	71.91		0
334039	0	73.93	73.77	71.89		0
335160	0	73.91	73.77	71.85		0
336281	0	73.88	73.77	71.89		0
337414	0	73.88	73.77	71.85		0
338535	0	73.83	73.77	71.77		0
339667	0	73.90	73.77	71.75		0
340789	0	73.83	73.77	71.75		0
341910	0	73.88	73.76	71.74		0
343036	0	73.86	73.77	71.75		0
344158	0	73.82	73.76	71.74		0
345279	0	73.80	73.71	71.72		0
346400	0	73.79	73.74	71.74		0
347522	0	73.80	73.72	71.71		0
348643	0	73.80	73.72	71.72		0
349765	0	73.77	73.71	71.66		0
350886	0	73.79	73.74	71.63		0
352008	0	73.79	73.71	71.61		0
353129	0	73.77	73.69	71.61		0
354250	0	73.79	73.69	71.58		0
355372	0	73.77	73.63	71.58		0
356493	0	73.80	73.65	71.58		0
357625	0	73.77	73.65	71.57		0
358747	0	73.77	73.61	71.58		0
359868	0	73.77	73.61	71.58		0
360995	0	73.77	73.63	71.55		0
362127	0	73.77	73.65	71.50		0
363248	0	73.77	73.63	71.44		0
364369	0	73.77	73.61	71.47		0
365491	0	73.77	73.61	71.44		0
366612	0	73.77	73.63	71.44		0
367733	0	73.77	73.61	71.43		0
368855	0	73.77	73.61	71.44		0
369976	0	73.77	73.60	71.43		0
371097	0	73.77	73.61	71.43		0
372218	0	73.77	73.61	71.41		0
373340	0	73.77	73.60	71.43		0
374461	0	73.77	73.61	71.40		0
375582	0	73.77	73.60	71.38		0
376716	0	73.77	73.57	71.38		0
377837	0	73.77	73.58	71.33		0
378958	0	73.77	73.58	71.32		0
380085	0	73.77	73.55	71.30		0
381206	0	73.77	73.57	71.27		0
382327	0	73.77	73.58	71.27		0
383449	0	73.76	73.55	71.27		0
384581	0	73.77	73.55	71.27		0
385702	0	73.76	73.57	71.27		0
386824	0	73.76	73.55	71.26		0
387945	0	73.77	73.55	71.26		0
389066	0	73.76	73.47	71.26		0
390188	0	73.77	73.50	71.22		0
391309	0	73.76	73.49	71.21		0
392430	0	73.77	73.49	71.16		0
393551	0	73.77	73.47	71.13		0
394673	0	73.76	73.46	71.15		0
395794	0	73.77	73.49	71.15		0
396928	0	73.77	73.54	71.11		0
398054	0	73.76	73.46	71.11		0
399175	0	73.76	73.46	71.11		0
