893	46.17	35.81	35.59		0
893	46.17	35.81	35.59		0
2728	46.17	35.91	35.66		0
2728	46.17	35.91	35.66		0
4564	46.17	36.09	35.63		0
4564	46.17	36.09	35.63		0
6401	46.17	36.27	35.59		0
8237	46.17	36.42	35.63		0
8237	46.17	36.42	35.63		0
10073	46.17	36.38	35.70		0
10073	46.17	36.38	35.70		0
11910	46.17	36.70	35.70		0
11910	46.17	36.70	35.70		0
13746	46.17	36.99	35.66		0
13746	46.17	36.99	35.66		0
15582	46.17	37.17	35.70		0
17418	46.29	37.66	35.84		0
17418	46.29	37.66	35.84		0
19254	46.29	38.33	35.91		0
19254	46.29	38.33	35.91		0
21090	46.17	54.52	54.68		0
21090	46.17	54.52	54.68		0
22926	46.17	67.36	66.43		0
22926	46.17	67.36	66.43		0
24762	46.06	71.40	70.65		0
26598	45.95	72.64	72.02		0
26598	45.95	72.64	72.02		0
28434	47.30	73.11	72.58		0
28434	47.30	73.11	72.58		0
30270	50.34	73.27	72.80		0
30270	50.34	73.27	72.80		0
32106	53.26	73.36	72.83		0
32106	53.26	73.36	72.83		0
33942	55.74	73.30	72.96		0
35778	57.99	73.08	72.93		0
35778	57.99	73.08	72.93		0
37615	59.90	73.21	72.99		0
37615	59.90	73.21	72.99		0
39451	61.47	73.14	72.93		0
39451	61.47	73.14	72.93		0
41287	62.94	73.02	72.96		0
41287	62.94	73.02	72.96		0
43123	64.18	73.05	72.93		0
43123	64.18	73.05	72.93		0
44959	65.19	73.05	72.80		0
46795	66.09	73.08	72.80		0
46795	66.09	73.08	72.80		0
48631	66.88	73.05	72.83		0
48631	66.88	73.05	72.83		0
50467	67.55	73.08	72.77		0
50467	67.55	73.08	72.77		0
52303	68.11	73.02	72.68		0
52303	68.11	73.02	72.68		0
54139	68.56	73.14	72.64		0
55975	69.01	73.11	72.52		0
55975	69.01	73.11	72.52		0
57811	69.35	73.14	72.49		0
57811	69.35	73.14	72.49		0
59648	69.69	73.14	72.33		0
59648	69.69	73.14	72.33		0
61484	70.02	73.14	72.27		0
61484	70.02	73.14	72.27		0
63321	70.25	73.14	72.24		0
65157	70.47	73.11	72.11		0
65157	70.47	73.11	72.11		0
66993	70.59	73.14	72.08		0
66993	70.59	73.14	72.08		0
68829	70.81	73.14	72.05		0
68829	70.81	73.14	72.05		0
70665	70.93	73.18	71.96		0
70665	70.93	73.18	71.96		0
72501	71.04	73.11	71.89		0
74337	71.15	73.14	71.74		0
74337	71.15	73.14	71.74		0
76173	71.26	73.18	71.74		0
76173	71.26	73.18	71.74		0
78009	71.26	73.11	71.74		0
78009	71.26	73.11	71.74		0
79845	71.38	73.14	71.68		0
79845	71.38	73.14	71.68		0
81681	71.38	73.14	71.58		0
83517	71.49	73.14	71.55		0
83517	71.49	73.14	71.55		0
85353	71.49	73.11	71.55		0
85353	71.49	73.11	71.55		0
87189	71.49	73.14	71.43		0
87189	71.49	73.14	71.43		0
89025	71.60	72.99	71.43		0
89025	71.60	72.99	71.43		0
90862	71.60	72.83	71.33		0
90862	71.60	72.83	71.33		0
92698	71.60	72.86	71.36		0
94534	71.71	72.83	71.33		0
94534	71.71	72.83	71.33		0
96370	71.71	72.83	71.33		0
96370	71.71	72.83	71.33		0
98206	71.71	72.86	71.24		0
98206	71.71	72.86	71.24		0
100042	71.82	72.86	71.21		0
100042	71.82	72.86	71.21		0
101878	71.82	72.96	71.24		0
103714	71.82	72.93	71.21		0
103714	71.82	72.93	71.21		0
105550	71.82	72.93	71.18		0
105550	71.82	72.93	71.18		0
107387	71.82	72.96	71.15		0
107387	71.82	72.96	71.15		0
109223	71.94	72.93	71.11		0
109223	71.94	72.93	71.11		0
111059	71.94	72.96	71.11		0
112896	71.94	72.96	71.08		0
112896	71.94	72.96	71.08		0
114732	71.94	72.93	71.11		0
114732	71.94	72.93	71.11		0
116569	71.94	72.96	71.08		0
116569	71.94	72.96	71.08		0
118405	71.94	72.93	71.02		0
118405	71.94	72.93	71.02		0
120241	71.94	72.99	70.96		0
122077	71.94	72.99	70.99		0
122077	71.94	72.99	70.99		0
123913	71.94	72.96	70.93		0
123913	71.94	72.96	70.93		0
125750	71.94	72.89	70.93		0
125750	71.94	72.89	70.93		0
127586	72.05	72.80	70.90		0
127586	72.05	72.80	70.90		0
129422	71.94	72.86	70.83		0
131258	71.94	72.89	70.83		0
131258	71.94	72.89	70.83		0
133095	71.94	72.83	70.80		0
133095	71.94	72.83	70.80		0
134931	71.94	72.83	70.80		0
134931	71.94	72.83	70.80		0
136767	71.94	72.83	70.77		0
136767	71.94	72.83	70.77		0
138603	72.05	72.83	70.77		0
138603	72.05	72.83	70.77		0
140439	72.05	72.83	70.74		0
142276	71.94	72.86	70.65		0
142276	71.94	72.86	70.65		0
144112	72.05	72.83	70.68		0
144112	72.05	72.83	70.68		0
145948	71.94	72.86	70.68		0
145948	71.94	72.86	70.68		0
147784	72.05	72.80	70.65		0
147784	72.05	72.80	70.65		0
149620	72.05	72.86	70.59		0
